"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2017,116,"Grüningen","Karton",60,"Tonnen"
2017,116,"Grüningen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,116,"Grüningen","Glas",101,"Tonnen"
2017,116,"Grüningen","Metalle",16,"Tonnen"
2017,116,"Grüningen","Altöl",0,"Tonnen"
2017,116,"Grüningen","Grubengut",19,"Tonnen"
2016,116,"Grüningen","Brennbare Abfälle und Sperrgut",467,"Tonnen"
2016,116,"Grüningen","Biogene Abfälle",514,"Tonnen"
2016,116,"Grüningen","Papier",100,"Tonnen"
2016,116,"Grüningen","Karton",58,"Tonnen"
2016,116,"Grüningen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,116,"Grüningen","Glas",95,"Tonnen"
2016,116,"Grüningen","Metalle",16,"Tonnen"
2016,116,"Grüningen","Altöl",0,"Tonnen"
2016,116,"Grüningen","Grubengut",21,"Tonnen"
2015,116,"Grüningen","Brennbare Abfälle und Sperrgut",460,"Tonnen"
2015,116,"Grüningen","Biogene Abfälle",452,"Tonnen"
2015,116,"Grüningen","Papier",91,"Tonnen"
2015,116,"Grüningen","Karton",62,"Tonnen"
2015,116,"Grüningen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,116,"Grüningen","Glas",79,"Tonnen"
2015,116,"Grüningen","Metalle",16,"Tonnen"
2015,116,"Grüningen","Altöl",0,"Tonnen"
2015,116,"Grüningen","Grubengut",19,"Tonnen"
2014,116,"Grüningen","Brennbare Abfälle und Sperrgut",471,"Tonnen"
2014,116,"Grüningen","Biogene Abfälle",488,"Tonnen"
2014,116,"Grüningen","Papier",105,"Tonnen"
2014,116,"Grüningen","Karton",63,"Tonnen"
2014,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,116,"Grüningen","Glas",71,"Tonnen"
2014,116,"Grüningen","Metalle",16,"Tonnen"
2014,116,"Grüningen","Altöl",0,"Tonnen"
2014,116,"Grüningen","Grubengut",19,"Tonnen"
2013,116,"Grüningen","Brennbare Abfälle und Sperrgut",474,"Tonnen"
2013,116,"Grüningen","Biogene Abfälle",453,"Tonnen"
2013,116,"Grüningen","Papier",184,"Tonnen"
2013,116,"Grüningen","Karton",81,"Tonnen"
2013,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,116,"Grüningen","Glas",86,"Tonnen"
2013,116,"Grüningen","Metalle",15,"Tonnen"
2013,116,"Grüningen","Altöl",0,"Tonnen"
2013,116,"Grüningen","Grubengut",21,"Tonnen"
2012,116,"Grüningen","Brennbare Abfälle und Sperrgut",714,"Tonnen"
2012,116,"Grüningen","Biogene Abfälle",505,"Tonnen"
2012,116,"Grüningen","Papier",187,"Tonnen"
2012,116,"Grüningen","Karton",83,"Tonnen"
2012,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,116,"Grüningen","Glas",83,"Tonnen"
2012,116,"Grüningen","Metalle",15,"Tonnen"
2012,116,"Grüningen","Altöl",0,"Tonnen"
2012,116,"Grüningen","Grubengut",19,"Tonnen"
2011,116,"Grüningen","Brennbare Abfälle und Sperrgut",674,"Tonnen"
2011,116,"Grüningen","Biogene Abfälle",477,"Tonnen"
2011,116,"Grüningen","Papier",209,"Tonnen"
2011,116,"Grüningen","Karton",97,"Tonnen"
2011,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,116,"Grüningen","Glas",86,"Tonnen"
2011,116,"Grüningen","Metalle",14,"Tonnen"
2011,116,"Grüningen","Altöl",1,"Tonnen"
2011,116,"Grüningen","Grubengut",18,"Tonnen"
2010,116,"Grüningen","Brennbare Abfälle und Sperrgut",856,"Tonnen"
2010,116,"Grüningen","Biogene Abfälle",421,"Tonnen"
2010,116,"Grüningen","Papier",192,"Tonnen"
2010,116,"Grüningen","Karton",121,"Tonnen"
2010,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,116,"Grüningen","Glas",87,"Tonnen"
2010,116,"Grüningen","Metalle",17,"Tonnen"
2010,116,"Grüningen","Altöl",0,"Tonnen"
2010,116,"Grüningen","Grubengut",23,"Tonnen"
2009,116,"Grüningen","Brennbare Abfälle und Sperrgut",597,"Tonnen"
2009,116,"Grüningen","Biogene Abfälle",436,"Tonnen"
2009,116,"Grüningen","Papier",194,"Tonnen"
2009,116,"Grüningen","Karton",128,"Tonnen"
2009,116,"Grüningen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,116,"Grüningen","Glas",82,"Tonnen"
2009,116,"Grüningen","Metalle",17,"Tonnen"
2009,116,"Grüningen","Altöl",0,"Tonnen"
2009,116,"Grüningen","Grubengut",0,"Tonnen"
2008,116,"Grüningen","Brennbare Abfälle und Sperrgut",611,"Tonnen"
2008,116,"Grüningen","Biogene Abfälle",628,"Tonnen"
2008,116,"Grüningen","Papier",207,"Tonnen"
2008,116,"Grüningen","Karton",125,"Tonnen"
2008,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,116,"Grüningen","Glas",75,"Tonnen"
2008,116,"Grüningen","Metalle",19,"Tonnen"
2008,116,"Grüningen","Altöl",0,"Tonnen"
2008,116,"Grüningen","Grubengut",0,"Tonnen"
2007,116,"Grüningen","Brennbare Abfälle und Sperrgut",568,"Tonnen"
2007,116,"Grüningen","Biogene Abfälle",370,"Tonnen"
2007,116,"Grüningen","Papier",174,"Tonnen"
2007,116,"Grüningen","Karton",114,"Tonnen"
2007,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,116,"Grüningen","Glas",110,"Tonnen"
2007,116,"Grüningen","Metalle",20,"Tonnen"
2007,116,"Grüningen","Altöl",0,"Tonnen"
2007,116,"Grüningen","Grubengut",0,"Tonnen"
2006,116,"Grüningen","Brennbare Abfälle und Sperrgut",551,"Tonnen"
2006,116,"Grüningen","Biogene Abfälle",386,"Tonnen"
2006,116,"Grüningen","Papier",205,"Tonnen"
2006,116,"Grüningen","Karton",105,"Tonnen"
2006,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,116,"Grüningen","Glas",76,"Tonnen"
2006,116,"Grüningen","Metalle",24,"Tonnen"
2006,116,"Grüningen","Altöl",0,"Tonnen"
2006,116,"Grüningen","Grubengut",0,"Tonnen"
2005,116,"Grüningen","Brennbare Abfälle und Sperrgut",536,"Tonnen"
2005,116,"Grüningen","Biogene Abfälle",370,"Tonnen"
2005,116,"Grüningen","Papier",183,"Tonnen"
2005,116,"Grüningen","Karton",82,"Tonnen"
2005,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,116,"Grüningen","Glas",72,"Tonnen"
2005,116,"Grüningen","Metalle",22,"Tonnen"
2005,116,"Grüningen","Altöl",0,"Tonnen"
2005,116,"Grüningen","Grubengut",0,"Tonnen"
2004,116,"Grüningen","Brennbare Abfälle und Sperrgut",525,"Tonnen"
2004,116,"Grüningen","Biogene Abfälle",365,"Tonnen"
2004,116,"Grüningen","Papier",134,"Tonnen"
2004,116,"Grüningen","Karton",94,"Tonnen"
2004,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,116,"Grüningen","Glas",71,"Tonnen"
2004,116,"Grüningen","Metalle",15,"Tonnen"
2004,116,"Grüningen","Altöl",2,"Tonnen"
2004,116,"Grüningen","Grubengut",16,"Tonnen"
2003,116,"Grüningen","Brennbare Abfälle und Sperrgut",543,"Tonnen"
2003,116,"Grüningen","Biogene Abfälle",311,"Tonnen"
2003,116,"Grüningen","Papier",117,"Tonnen"
2003,116,"Grüningen","Karton",88,"Tonnen"
2003,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,116,"Grüningen","Glas",76,"Tonnen"
2003,116,"Grüningen","Metalle",19,"Tonnen"
2003,116,"Grüningen","Altöl",0,"Tonnen"
2003,116,"Grüningen","Grubengut",16,"Tonnen"
2002,116,"Grüningen","Brennbare Abfälle und Sperrgut",530,"Tonnen"
2002,116,"Grüningen","Biogene Abfälle",329,"Tonnen"
2002,116,"Grüningen","Papier",182,"Tonnen"
2002,116,"Grüningen","Karton",59,"Tonnen"
2002,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,116,"Grüningen","Glas",0,"Tonnen"
2002,116,"Grüningen","Metalle",0,"Tonnen"
2002,116,"Grüningen","Altöl",0,"Tonnen"
2002,116,"Grüningen","Grubengut",0,"Tonnen"
2001,116,"Grüningen","Brennbare Abfälle und Sperrgut",523,"Tonnen"
2001,116,"Grüningen","Biogene Abfälle",259,"Tonnen"
2001,116,"Grüningen","Papier",198,"Tonnen"
2001,116,"Grüningen","Karton",57,"Tonnen"
2001,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,116,"Grüningen","Glas",0,"Tonnen"
2001,116,"Grüningen","Metalle",0,"Tonnen"
2001,116,"Grüningen","Altöl",0,"Tonnen"
2001,116,"Grüningen","Grubengut",0,"Tonnen"
2000,116,"Grüningen","Brennbare Abfälle und Sperrgut",348,"Tonnen"
2000,116,"Grüningen","Biogene Abfälle",165,"Tonnen"
2000,116,"Grüningen","Papier",198,"Tonnen"
2000,116,"Grüningen","Karton",19,"Tonnen"
2000,116,"Grüningen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,116,"Grüningen","Glas",59,"Tonnen"
2000,116,"Grüningen","Metalle",12,"Tonnen"
2000,116,"Grüningen","Altöl",0,"Tonnen"
2000,116,"Grüningen","Grubengut",14,"Tonnen"
2021,117,"Hinwil","Brennbare Abfälle und Sperrgut",2431,"Tonnen"
2021,117,"Hinwil","Biogene Abfälle",1286,"Tonnen"
2021,117,"Hinwil","Papier",644,"Tonnen"
2021,117,"Hinwil","Karton",398,"Tonnen"
2021,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,117,"Hinwil","Glas",591,"Tonnen"
2021,117,"Hinwil","Metalle",269,"Tonnen"
2021,117,"Hinwil","Textilien",81,"Tonnen"
2021,117,"Hinwil","Kunststoffe",68,"Tonnen"
2021,117,"Hinwil","Altöl",13,"Tonnen"
2021,117,"Hinwil","Strassenwischgut",58,"Tonnen"
2021,117,"Hinwil","Strassensammlerschlämme",316,"Tonnen"
2021,117,"Hinwil","Grubengut",105,"Tonnen"
2020,117,"Hinwil","Brennbare Abfälle und Sperrgut",2778,"Tonnen"
2020,117,"Hinwil","Biogene Abfälle",1278,"Tonnen"
2020,117,"Hinwil","Papier",675,"Tonnen"
2020,117,"Hinwil","Karton",500,"Tonnen"
2020,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,117,"Hinwil","Glas",598,"Tonnen"
2020,117,"Hinwil","Metalle",261,"Tonnen"
2020,117,"Hinwil","Textilien",91,"Tonnen"
2020,117,"Hinwil","Kunststoffe",68,"Tonnen"
2020,117,"Hinwil","Altöl",16,"Tonnen"
2020,117,"Hinwil","Strassenwischgut",45,"Tonnen"
2020,117,"Hinwil","Strassensammlerschlämme",284,"Tonnen"
2020,117,"Hinwil","Grubengut",110,"Tonnen"
2019,117,"Hinwil","Brennbare Abfälle und Sperrgut",2668,"Tonnen"
2019,117,"Hinwil","Biogene Abfälle",1106,"Tonnen"
2019,117,"Hinwil","Papier",715,"Tonnen"
2019,117,"Hinwil","Karton",455,"Tonnen"
2019,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,117,"Hinwil","Glas",572,"Tonnen"
2019,117,"Hinwil","Metalle",251,"Tonnen"
2019,117,"Hinwil","Textilien",158,"Tonnen"
2019,117,"Hinwil","Kunststoffe",62,"Tonnen"
2019,117,"Hinwil","Altöl",16,"Tonnen"
2019,117,"Hinwil","Strassenwischgut",36,"Tonnen"
2019,117,"Hinwil","Strassensammlerschlämme",294,"Tonnen"
2019,117,"Hinwil","Grubengut",83,"Tonnen"
2018,117,"Hinwil","Brennbare Abfälle und Sperrgut",2690,"Tonnen"
2018,117,"Hinwil","Biogene Abfälle",1109,"Tonnen"
2018,117,"Hinwil","Papier",724,"Tonnen"
2018,117,"Hinwil","Karton",352,"Tonnen"
2018,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,117,"Hinwil","Glas",555,"Tonnen"
2018,117,"Hinwil","Metalle",215,"Tonnen"
2018,117,"Hinwil","Textilien",81,"Tonnen"
2018,117,"Hinwil","Kunststoffe",43,"Tonnen"
2018,117,"Hinwil","Altöl",17,"Tonnen"
2018,117,"Hinwil","Strassenwischgut",64,"Tonnen"
2018,117,"Hinwil","Strassensammlerschlämme",59,"Tonnen"
2018,117,"Hinwil","Grubengut",70,"Tonnen"
2017,117,"Hinwil","Brennbare Abfälle und Sperrgut",2733,"Tonnen"
2017,117,"Hinwil","Biogene Abfälle",1136,"Tonnen"
2017,117,"Hinwil","Papier",763,"Tonnen"
2017,117,"Hinwil","Karton",332,"Tonnen"
2017,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,117,"Hinwil","Glas",513,"Tonnen"
2017,117,"Hinwil","Metalle",187,"Tonnen"
2017,117,"Hinwil","Altöl",14,"Tonnen"
2017,117,"Hinwil","Grubengut",69,"Tonnen"
2016,117,"Hinwil","Brennbare Abfälle und Sperrgut",2711,"Tonnen"
2016,117,"Hinwil","Biogene Abfälle",1148,"Tonnen"
2016,117,"Hinwil","Papier",711,"Tonnen"
2016,117,"Hinwil","Karton",325,"Tonnen"
2016,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,117,"Hinwil","Glas",492,"Tonnen"
2016,117,"Hinwil","Metalle",171,"Tonnen"
2016,117,"Hinwil","Altöl",6,"Tonnen"
2016,117,"Hinwil","Grubengut",70,"Tonnen"
2015,117,"Hinwil","Brennbare Abfälle und Sperrgut",2758,"Tonnen"
2015,117,"Hinwil","Biogene Abfälle",1155,"Tonnen"
2015,117,"Hinwil","Papier",761,"Tonnen"
2015,117,"Hinwil","Karton",302,"Tonnen"
2015,117,"Hinwil","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,117,"Hinwil","Glas",477,"Tonnen"
2015,117,"Hinwil","Metalle",175,"Tonnen"
2015,117,"Hinwil","Altöl",9,"Tonnen"
2015,117,"Hinwil","Grubengut",73,"Tonnen"
2014,117,"Hinwil","Brennbare Abfälle und Sperrgut",2731,"Tonnen"
2014,117,"Hinwil","Biogene Abfälle",1101,"Tonnen"
2014,117,"Hinwil","Papier",736,"Tonnen"
2014,117,"Hinwil","Karton",270,"Tonnen"
2014,117,"Hinwil","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,117,"Hinwil","Glas",453,"Tonnen"
2014,117,"Hinwil","Metalle",169,"Tonnen"
2014,117,"Hinwil","Altöl",5,"Tonnen"
2014,117,"Hinwil","Grubengut",138,"Tonnen"
2013,117,"Hinwil","Brennbare Abfälle und Sperrgut",2459,"Tonnen"
2013,117,"Hinwil","Biogene Abfälle",1002,"Tonnen"
2013,117,"Hinwil","Papier",773,"Tonnen"
2013,117,"Hinwil","Karton",283,"Tonnen"
2013,117,"Hinwil","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,117,"Hinwil","Glas",415,"Tonnen"
2013,117,"Hinwil","Metalle",124,"Tonnen"
2013,117,"Hinwil","Altöl",10,"Tonnen"
2013,117,"Hinwil","Grubengut",128,"Tonnen"
2012,117,"Hinwil","Brennbare Abfälle und Sperrgut",2498,"Tonnen"
2012,117,"Hinwil","Biogene Abfälle",819,"Tonnen"
2012,117,"Hinwil","Papier",820,"Tonnen"
2012,117,"Hinwil","Karton",350,"Tonnen"
2012,117,"Hinwil","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,117,"Hinwil","Glas",399,"Tonnen"
2012,117,"Hinwil","Metalle",119,"Tonnen"
2012,117,"Hinwil","Altöl",6,"Tonnen"
2012,117,"Hinwil","Grubengut",128,"Tonnen"
2011,117,"Hinwil","Brennbare Abfälle und Sperrgut",2607,"Tonnen"
2011,117,"Hinwil","Biogene Abfälle",790,"Tonnen"
2011,117,"Hinwil","Papier",810,"Tonnen"
